year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases
13-Sep,a,NITE,2,חוטב:נגר,חוטב הוא אדם המבצע פעולה הנעשית על מנת לספק חומר גלם לעבודתו של הנגר,מכונאי:נהג,מכונאי מתקן דבר מה (מכונית) עבור הנהג,צייד:טַבָּח,צייד הוא אדם המבצע פעולה על מנת לספק חומר גלם לטבח,אוצֵר:אמן,אוצר שומר על תוצר עבודתו של האמן,בוצר:שתיין,בוצר הוא אדם המספק את חומר הגלם ממנו עשוי מוצר בו משתמש השתיין,2,1,0
13-Sep,a,NITE,3,טרחני:להטריד,טרחני הוא אדם הנוטה להטריד אחרים,שבלוני:לחדֵש,לחדש הוא ליצור דבר מה שאינו שבלוני,גמלוני:לנוע,גמלוני הוא אדם שמתקשה לנוע,לוחמני:לתקוף,לוחמני הוא אדם הנוטה לתקוף,קטנוני:לרַצות,קטנוני הוא אדם שקשה לרצות אותו,3,1,0
13-Sep,a,NITE,4,בכי תמרורים:בכי,בכי תמרורים הוא בכי קיצוני,נחמה פורתא:נחמה,נחמה פורתא היא נחמה מועטה,דממת מוות:דממה,דממת מוות היא דממה קיצונית,קרקע בתולה:קרקע,קרקע בתולה היא קרקע שלא נגעו בה,חלום בלהות:חלום  ,חלום בלהות הוא חלום רע,2,0,1
13-Sep,a,NITE,5,תקנה:גזֵרה,גזרה היא תקנה שפוגעת באחר,פשע:עונש,עונש היא התגובה לפשע,בקשה:סירוב,סירוב הוא תשובה אפשרית לבקשה,אש:להבה,להבה היא חלק מאש,תכנית:מזימה,מזימה היא תכנית שפוגעת באחר,4,1,0
13-Sep,a,NITE,6,שבח:מוחמא,מוחמא הוא מי שנאמרו לו דברי שבח על ידי אחר,בוז:נקלה,נקלה הוא אדם שאדם אחר מרגיש כלפיו בוז,אזהרה:זהיר,זהיר אינו בהרכח אדם שקיבל אזהרה מאדם אחר,תוכחה:נזוף,נזוף הוא מי שנאמרו לו דברי תוכחה על ידי אחר,תרעומת:כעוס,כעוס הוא אדם המרגיש תרעומת,3,0,0
13-Sep,b,NITE,1,עצימת עיניים:ראייה,פעולת עצימת העיניים מבטלת את יכולת הראייה,כובד לשון:דיבור,כובד לשון מקשה על יכולת הדיבור,כפל לשון:דיבור,כפל לשון היא תופעה המתבצעת באמצעות יכולת הדיבור,חריצת לשון:דיבור,חריצות לשון היא פעולה פיזית שמתבצעת באמצעות איבר המשמש לדיבור,נצירת לשון:דיבור,נצירת הלשון מבטלת את יכולה הדיבור,4,0,1
13-Sep,b,NITE,2,להתלקח:לדעוך,לגרום למישהו להתלקח פירושו לגרום לו לעבור את התהליך ההפוך מלדעוך,להגר:להגלות,להגלות זו פעולה הגורמת למישהו אחר להגר,להתבולל:להיטמע,להתבולל ולהיטמע הן מילים נרדפות,להתלכד:להתפלג,לגרום למישהו להתלכד פירושו לגרום לו לעבור את התהליך ההפוך להתפלג,לעבוד:לפטר,לפטר זו פעולה הגורמת לאדם אחר להפסיק לעבוד במקום מסוים,3,0,0
13-Sep,b,NITE,3,מתיימר:יכולת,אדם שמתיימר מייחס לעצמו יכולת,משתמט:מחויבות,אדם שמשתמט מתחמק ממחויבות,משתוקק:אדישות,אדם שמשתוקק אינו מפגין אדישות,מתחסד:מוסריות,אדם שמתחסד מייחס לעצמו מוסריות,מתחלה:בריאות,אדם שמתחלה מציג את ההפך מבריאות,3,0,0
13-Sep,b,NITE,4,אבן משחזת:מאכלת,אבן משחזת גורמת למאכלת למלא את תפקידה בצורה טובה יותר,משאבה:צמיג,המשאבה גורמת לצמיד למלא את תפקידו בצורה טובה יותר,עוגן:מפרש,העוגן משמש לביצוע הפעולה ההפוכה מזו של המפרש,תמרור:כביש,"התמרור עוזר למי שמשתמש בכביש, ולא לכביש עצמו",רשת:חכה,באמצעות הרשת ניתן לבצע פעולה דומה לזו שניתן לבצע עם החכה,1,0,0
13-Sep,b,NITE,5,טל:אגל,אגל היא יחידה אחת של טל,גשם:שלולית,שלולית היא מצבור של הרבה טיפות גשם,שלג:פתית,פתית היא יחידה אחת של שלג,חול:דיונה,דיונה מורכבת מהרבה גרגירי חול,אוויר:משב,משב היא תנועה של אוויר,2,0,0
13-Sep,b,NITE,6,מהסה:מקים שאון,אדם שמהסה אדם אחר מונע ממנו להקים שאון,משסה:מתקיף,אדם שמשסה אדם אחר גורם לו להתקיף,ממריד:מציית,אדם הממריד אדם אחר מונע ממנו לציית,מחליט:מתלבט,להתלבט היא פעולה שמתבצעת לפני שאדם מחליט,מעפיל:מטפס,מעפיל ומטפס הן מילים נרדפות,2,0,1
13-Feb,a,NITE,1,דידה:הלך ,אדם שדידה הוא אדם שהלך עם מגבלה,גִּמגם:דיבר,אדם שגמגם הוא אדם שדיבר עם מגבלה,זִּמזם:שר,,מִּצמץ:קרץ,,בִּצבץ:יצא,,1,1,0
13-Feb,a,NITE,2,ממַכר:מתמכר  ,אם אדם מתמכר לדבר מסוים ניתן לומר שהדבר ממכר אותו,לומד:מתלמד,,מסבן:מסתבן,,מתקיף:תוקף,,משעמם:משתעמם,אדם אדם משתעמם מדבר מסוים ניתן לומר שהדבר משעמם אותו,4,0,0
13-Feb,a,NITE,3,לקוני:להכביר מילים,אדם לקוני (תמציתי) הוא כזה שאינו נוהג להכביר במילים,חשאי:לתת פומבי,אדם חשאי הוא כזה שאינו נוהג לתת פומבי למעשיו (לעשות את מעשיו באופן גלוי לכל),יגֵעַ:לכתת רגליים,,מצועצע:לקשט,,נזוף:להוכיח,,1,0,1
13-Feb,a,NITE,4,אדים:מהביל,אובייקט מהביל הוא אובייקט הפולט אדים,גִּצים:רושף,אובייקט רושף הוא אובייקט הפולט גצים,שבבים:חוטב,,שיבולים:קוצר,,נקבים:דולף,,1,1,0
13-Feb,a,NITE,5,צג:מקלדת,הפעולה שמתבצעת על המקלדת מוצגת באצמעות צג,נורה:חשמל,,רמקול:מיקרופון,הפעולה המתבצעת על המיקרופון מוצגת באמצעות רמקול,טלפון:אפרכסת,,דיו:עט,,2,0,0
13-Feb,a,NITE,6,פשט יד:נדיבות,אדפ שפשט ידו ציפה לנדיבות מצד אדם אחר,פקד:צייתנות,אדם שפקד ציפה לצייתנות מצד אדם אחר,הודה:כנות,,התיידד:חברות,,התעייף:ערנות,,1,0,1
13-Feb,b,NITE,1,אור:סִנווּר  ,כמות רבה מדי של אור עשויה לגרום לסנוור,אוויר:נשימה,,מים:הצפה,כמות רבה מדי של מים עשויה לגרום להצפה,נחיל:עקיצה,,רוח:נשיבה,,2,0,0
13-Feb,b,NITE,2,קימר:קשתי  ,"אם אדם קימר דבר כלשהו, הוא גרם לכך שיהיה לו מבנה קשתי",הסתובב:מעגלי,,הרגיש:רגיש,,חידד:חד,"אם אדם חידד דבר כלשהו, הוא גרם לכך שיהיה לו מבנה חד",בוסס:בוצי,,3,0,0
13-Feb,b,NITE,3,תת-סעיף:סעיף  ,תת סעף הוא חלק מהסעיף הראשי,תת-קבוצה:קבוצה,תת קבוצה הוא חלק מהקבוצה הראשית,תת-ימי:ים,,תת-תזונה:תזונה,,תת-תקני:תקן,,1,0,1
13-Feb,b,NITE,4,ארון בגדים:שמלה,שמלה היא פריט המאוחסן בארון בגדים,תנור:לחם,,מזווה:ריבה,ריבה היא פריט המאוחסן במזווה,שידה:מגירה,,מטע:פרי  ,,2,0,1
13-Feb,b,NITE,5,מחזאי:במה  ,את תכניתו של המחזאי ניתן לראות על הבמה,קריין:אולפן,,שופט:כלא,,נגר:יער,,אדריכל:קרקע,את תכניתו של האדריכל ניתן לראות על הקרקע,4,0,0
13-Feb,b,NITE,6,להדיח:לפשוע ,להדיח זה לגרום לאדם אחר לפשוע,לתרץ:להסביר,,להסלים:למתן,,לִרְצות:להשתוקק,,לדובב:לדבר,לדובב זה לגרום לאחר אחר לדבר,4,1,0
15-Jul,a,NITE,1,דמיוני:ממש,דמיוני הוא מה שאין בו ממש,ישן:זמן,ישן הוא מה שקיים הרבה זמן,רזה:משקל,רזה הוא מי שהמשקל שלו נמוך,מרוצה:תלונה,מי שמרוצה אינו נוטה להגיש תלונה,מושלם:פגם,מושלם הוא מה שאין בו פגם,4,0,0
15-Jul,a,NITE,2,קווצה:שערה,שערה היא המרכיב היחידי המופיע מספר רב של פעמים בתוך קווצה של שערות,אשכול:ענב,ענב הוא המרכיב היחידי המופיע מספר רב של פעמים בתוך אשכול של ענבים,לחם:קמח,קמח הוא חומר גלם הדרוש להכנת לחם,סלט:ירק,ירק חתוך הוא אחד ממרכיביו של סלט,טבלה:שוקולד,שוקולד הוא מאכל המופיע לעיתים קרובות בצורת טבלה,1,0,0
15-Jul,a,NITE,3,נגר:יער,מקורו של חומר הגלם המשמש את הנגר הוא היער,צייר:גלריה,צייר מציג את עבודתו בגלריה,צורף:מכרה,מקורו של חומר הגלם המשמש את הצורף הוא המכרה,דייג:ים,"מקור פרנסתו של הדייג הוא הים. יש לשים לב כי הים אינו מספק לדייג חומר גלם, אלא את התוצר הסופי אותו הוא מוכר",ספרן:ספרייה,הספרן עובד בספרייה,2,0,0
15-Jul,a,NITE,4,לדבר:הגאים,לדבר היא פעולה שמורכבת מהגאים,לרקוד:תנועות,לרקוד היא פעולה שמורכבת מתנועות,לשתות:נוזלים,לשתות היא פעולה במהלכה אדם מכניס נוזלים לגופו,לדפדף:דפים,לדפדף זו פעולה המתארת העברת מספר דפים,לאיית:אותיות,לאיית זו פעולת פירוט האותיות מהן מורכבת מילה,1,0,0
15-Jul,a,NITE,5,גרש:גרשיים,גרשיים בנויים משתי יחידות הנקראות גרש,ציפורן:ציפורניים,"ריבוי של ציפורן אחת נקרא ציפורניים, אך לא מדובר בהכרח בשתי יחידות של ציפורן",מצילה:מצילתיים,מצילתיים בנויים משתי יחידות הנקראות מצילה,משקפת:משקפיים,"משקפת משמשת לתפקיד דומה כמו משקפיים (לצורך ראייה), אך לטווח רחוק יותר",כתפייה:כתפיים,כתפיה היא חלק מבגד המונח על הכתפיים,2,0,0
15-Jul,a,NITE,6,חווק:לטפס,חווק הוא חלק מכלי העוזר לטפס,שן:לסרק,שן היא חלק מכלי העוזר לסרק,עט:לכתוב,עט הוא כלי שבעזרתו ניתן לכתוב,זר:לשזור,לשזור זו פעולה המתארת הכנת זר,צל:להאיר,יש להאיר על עצם כלשהו כדי ליצור צל,1,0,0
15-Jul,b,NITE,1,התגורר:בנה,התגורר פירושו השתמש במשהו שמישהו בנה,לבש:תפר,לבש פירושו השתמש במשהו שמישהו תפר,כבש:ביצר,מי שכבש התגבר על הפעולה שביצע מי שביצר,חיפש:הסתתר,מי שחיפש ניסה לחשוף את מי שהסתתר,השקה:שתל,מי שהשקה טיפל בצמח שמישהו שתל,1,0,0
15-Jul,b,NITE,2,קלוי:חוֹם,ניתן להפוך עצם כלשהו לקלוי על ידי חשיפתו לחום,מדוד:אורך,מדוד הוא עצם שבדקו את האורך שלו,מושהה:זמן,מושהה הוא מה שזמן פעולתו הפך להיות ארוך יותר,מעוך:לחץ,ניתן להפוך עצם כלשהו למעוך על ידי חשיפתו ללחץ,מואט:מהירות,מואט הוא מה שהקטינו את המהירות שלו,3,1,0
15-Jul,b,NITE,3,כפתור:רוכסן,"כפתור ורוכסן יכולים לשמש לאותה המטרה, באותו המיקום, אך בעלי מבנה שונה",כפפה:גרב,"כפפה וגרב משמשים לאותה המטרה, באותו המיקום, אך בעלי מבנה שונה",מטרייה:שמשייה,"מטרייה ושמשייה הם עצמים שאינם משמשים לאותה המטרה, אך בעלי מבנה דומה",מנעול:דלת,תפקיד המנעול הוא לאבטח את הדלת,וילון:תריס,"וילון ותריס יכולים לשמש לאותה המטרה, באותו המיקום, אך בעלי מבנה שונה",4,0,0
15-Jul,b,NITE,4,מתי?:אז,המילה אז היא תשובה אפשרית לשאלה: מתי?,כמה?:בערך,המילה בערך מתארת את התשובה לשאלה: כמה?,היכן?:שם,המילה שם היא תשובה אפשרית לשאלה: היכן?,לאן?:כיווּן,המילה כיוון מתארת את התשובה לשאלה: לאן?,מדוע?:בְּשֶׁל,המילה בשל עשויה להתחיל את התשובה לשאלה: מדוע? ,2,1,0
15-Jul,b,NITE,5,צַייר:דיוקן,דיוקן הוא תוצר עבודתו של הצייר,רקדן:ריקוד,ריקוד זו פעולה המבוצעת על ידי הרקדן,פסל:אזמל,אזמל הוא כלי המשמש את הפסל,נגן:כינור,כינור הוא כלי המשמש את הנגן,קדר:קדרה,קדרה היא תוצר עבודתו של הקדר,4,1,0
15-Jul,b,NITE,6,מִסמר:מַסמר,אדם שמִסמר השתמש במַסמר כדי לקבע עצם אחר ,סרג:מסרגה,אדם שסרג השתמש במסרגה כדי ליצור תוצר כלשהו,ארג:אריג,אדם שארג יצר אריג,צָבע:צֶבע,"אדם שצבע השתמש בצבע, אך לא לצורך קיבוע של עצם",הדביק:דֶּבק,אדם שהדביק השתמש בדבק כדי לקבע עצם אחר,4,1,0
